,date,y,y_err
162,2020-09-08,43.0,2.0
163,2020-09-14,38.0,2.0
164,2020-09-20,34.0,2.0
165,2020-09-26,42.0,1.0
166,2020-10-02,36.0,2.0
167,2020-10-08,38.0,0.0
168,2020-10-14,33.0,4.0
169,2020-10-20,45.0,5.0
170,2020-10-26,45.0,1.0
171,2020-11-01,44.0,3.0
172,2020-11-07,46.0,1.0
173,2020-11-13,51.0,0.0
174,2020-11-19,42.0,0.0
175,2020-11-25,40.0,5.0
176,2020-12-01,42.0,2.0
177,2020-12-07,45.0,1.0
178,2020-12-13,50.0,5.0
179,2020-12-19,46.0,2.0
180,2020-12-25,40.0,3.0
181,2020-12-31,49.0,4.0
182,2021-01-06,30.0,2.0
183,2021-01-12,46.0,3.0
184,2021-01-18,13.0,3.0
185,2021-01-24,43.0,2.0
186,2021-01-30,14.0,2.0
187,2021-02-05,43.0,2.0
188,2021-02-11,40.0,5.0
189,2021-02-17,45.0,3.0
190,2021-03-01,42.0,1.0
191,2021-03-07,38.0,4.0
192,2021-03-13,44.0,3.0
193,2021-03-19,34.0,2.0
194,2021-03-25,64.0,2.0
195,2021-03-31,57.0,3.0
196,2021-04-06,64.0,3.0
197,2021-04-12,50.0,4.0
198,2021-04-18,41.0,1.0
199,2021-04-24,38.0,3.0
200,2021-04-30,41.0,3.0
201,2021-05-06,33.0,5.0
202,2021-05-12,44.0,1.0
203,2021-05-18,36.0,2.0
204,2021-05-24,42.0,3.0
205,2021-05-30,30.0,2.0
206,2021-06-05,40.0,4.0
207,2021-06-11,31.0,4.0
208,2021-06-17,39.0,3.0
209,2021-06-23,40.0,3.0
210,2021-06-29,38.0,2.0
211,2021-07-05,42.0,2.0
212,2021-07-11,56.0,2.0
213,2021-07-17,43.0,4.0
214,2021-07-23,45.0,4.0
215,2021-07-29,38.0,2.0
216,2021-08-04,55.0,1.0
217,2021-08-10,44.0,0.0
218,2021-08-16,55.0,1.0
219,2021-08-22,45.0,5.0
220,2021-08-28,56.0,1.0
221,2021-09-03,49.0,5.0
222,2021-09-09,52.0,2.0
223,2021-09-15,42.0,1.0
224,2021-09-21,55.0,4.0
225,2021-09-27,37.0,5.0
226,2021-10-03,51.0,6.0
227,2021-10-09,48.0,3.0
228,2021-10-15,40.0,3.0
229,2021-10-21,41.0,2.0
230,2021-10-27,57.0,0.0
231,2021-11-02,44.0,1.0
232,2021-11-08,55.0,1.0
233,2021-11-14,48.0,7.0
234,2021-11-20,42.0,7.0
235,2021-11-26,46.0,2.0
236,2021-12-02,47.0,2.0
237,2021-12-08,33.0,7.0
238,2021-12-14,42.0,1.0
239,2021-12-20,45.0,3.0
240,2021-12-26,42.0,3.0
