,date,y,y_err
98,2019-08-18,30.0,5.0
99,2019-08-24,28.0,5.0
100,2019-08-30,26.0,5.0
101,2019-09-05,26.0,6.0
102,2019-09-11,26.0,7.0
103,2019-09-17,32.5,6.5
104,2019-09-23,39.0,6.0
105,2019-09-29,32.0,7.5
106,2019-10-05,25.0,9.0
107,2019-10-11,23.5,8.0
108,2019-10-17,22.0,7.0
109,2019-10-23,25.0,6.5
110,2019-10-29,28.0,6.0
111,2019-11-04,25.5,5.5
112,2019-11-10,23.0,5.0
113,2019-11-16,26.5,6.0
114,2019-11-22,30.0,7.0
115,2019-11-28,28.0,6.5
116,2019-12-04,26.0,6.0
117,2019-12-10,27.5,8.0
118,2019-12-16,29.0,10.0
119,2019-12-22,26.5,10.0
120,2019-12-28,24.0,10.0
121,2020-01-03,23.0,7.5
122,2020-01-09,22.0,5.0
123,2020-01-15,24.5,5.0
124,2020-01-21,27.0,5.0
125,2020-01-27,24.0,6.0
126,2020-02-02,21.0,7.0
127,2020-02-08,25.0,9.5
128,2020-02-14,29.0,12.0
129,2020-02-20,26.0,7.5
130,2020-02-26,23.0,3.0
131,2020-03-03,23.0,3.0
132,2020-03-09,23.0,3.0
133,2020-03-15,23.0,4.5
134,2020-03-21,23.0,6.0
135,2020-03-27,22.0,6.0
136,2020-04-02,21.0,6.0
137,2020-04-08,23.0,4.5
138,2020-04-14,25.0,3.0
139,2020-04-20,23.5,4.0
140,2020-04-26,22.0,5.0
141,2020-05-02,24.0,7.0
142,2020-05-08,26.0,9.0
143,2020-05-14,26.0,6.5
144,2020-05-20,26.0,4.0
145,2020-05-26,26.0,2.5
146,2020-06-01,26.0,1.0
147,2020-06-07,26.5,2.5
148,2020-06-13,27.0,4.0
149,2020-06-19,29.0,5.0
150,2020-06-25,31.0,6.0
151,2020-07-01,28.5,7.5
152,2020-07-07,26.0,9.0
153,2020-07-13,27.5,6.0
154,2020-07-19,29.0,3.0
155,2020-07-25,27.5,4.5
156,2020-07-31,26.0,6.0
157,2020-08-06,24.5,7.0
158,2020-08-12,23.0,8.0
159,2020-08-18,25.0,6.0
160,2020-08-24,27.0,4.0
161,2020-08-30,20.0,4.0
162,2020-09-05,19.0,7.0
163,2020-09-11,22.0,6.0
164,2020-09-17,25.0,5.0
165,2020-09-23,28.0,7.0
166,2020-09-29,31.0,9.0
167,2020-10-05,25.0,7.5
168,2020-10-11,19.0,6.0
169,2020-10-17,25.0,5.5
170,2020-10-23,31.0,5.0
171,2020-10-29,31.0,7.0
172,2020-11-04,31.0,9.0
173,2020-11-10,26.0,7.5
174,2020-11-16,21.0,6.0
175,2020-11-22,26.5,6.0
176,2020-11-28,32.0,6.0
177,2020-12-04,28.5,7.5
178,2020-12-10,25.0,9.0
179,2020-12-16,27.0,9.0
180,2020-12-22,29.0,9.0
181,2020-12-28,30.0,9.0
182,2021-01-03,31.0,9.0
183,2021-01-09,30.0,10.0
184,2021-01-15,29.0,11.0
185,2021-01-21,29.0,10.5
186,2021-01-27,29.0,10.0
187,2021-02-02,24.5,6.0
188,2021-02-08,20.0,2.0
189,2021-02-14,18.5,4.0
190,2021-02-20,17.0,6.0
191,2021-02-26,22.5,6.0
192,2021-03-04,28.0,6.0
193,2021-03-10,30.5,8.0
194,2021-03-16,33.0,10.0
195,2021-03-22,30.5,5.0
196,2021-03-28,28.0,0.0
197,2021-04-03,27.0,4.0
198,2021-04-09,26.0,8.0
199,2021-04-15,28.0,8.5
200,2021-04-21,30.0,9.0
201,2021-04-27,29.5,10.5
202,2021-05-03,29.0,12.0
203,2021-05-09,28.0,8.0
204,2021-05-15,27.0,4.0
205,2021-05-21,28.0,8.0
206,2021-05-27,29.0,12.0
207,2021-06-02,32.0,9.5
208,2021-06-08,35.0,7.0
209,2021-06-14,30.0,6.5
210,2021-06-20,25.0,6.0
211,2021-06-26,26.0,8.0
212,2021-07-02,27.0,10.0
213,2021-07-08,27.0,8.5
214,2021-07-14,27.0,7.0
215,2021-07-20,26.0,7.5
216,2021-07-26,25.0,8.0
217,2021-08-01,24.5,6.5
218,2021-08-07,24.0,5.0
219,2021-08-13,25.0,8.0
220,2021-08-19,26.0,11.0
221,2021-08-25,32.0,11.0
222,2021-08-31,38.0,11.0
223,2021-09-06,33.5,9.0
224,2021-09-12,29.0,7.0
225,2021-09-18,29.5,9.5
226,2021-09-24,30.0,12.0
227,2021-09-30,28.5,11.5
228,2021-10-06,27.0,11.0
229,2021-10-12,28.0,11.5
230,2021-10-18,29.0,12.0
231,2021-10-24,27.0,10.5
232,2021-10-30,25.0,9.0
233,2021-11-05,25.5,8.75
234,2021-11-11,26.0,8.5
235,2021-11-17,26.5,8.25
236,2021-11-23,27.0,8.0
237,2021-11-29,28.0,6.5
238,2021-12-05,29.0,5.0
239,2021-12-11,30.0,5.5
240,2021-12-17,31.0,6.0
