,date,y,y_err
88,2019-06-13,15.0,0.0
89,2019-06-19,22.0,1.0
90,2019-06-25,15.0,1.0
91,2019-07-01,19.0,2.0
92,2019-07-07,15.0,0.0
93,2019-07-13,10.0,4.0
94,2019-07-19,15.0,0.0
95,2019-07-25,15.0,3.0
96,2019-07-31,21.0,0.0
97,2019-08-06,15.0,3.0
98,2019-08-12,18.0,0.0
99,2019-08-18,15.0,1.0
100,2019-08-24,16.0,0.0
101,2019-08-30,10.0,3.0
102,2019-09-05,17.0,3.0
103,2019-09-11,20.0,2.0
104,2019-09-17,13.0,3.0
105,2019-09-23,18.0,1.0
106,2019-09-29,19.0,2.0
107,2019-10-05,17.0,1.0
108,2019-10-11,13.0,0.0
109,2019-10-17,11.0,2.0
110,2019-10-23,17.0,2.0
111,2019-10-29,20.0,0.0
112,2019-11-04,17.0,0.0
113,2019-11-10,17.0,2.0
114,2019-11-16,9.0,1.0
115,2019-11-22,13.0,1.0
116,2019-11-28,17.0,0.0
117,2019-12-04,16.0,0.0
118,2019-12-10,15.0,1.0
119,2019-12-16,11.0,0.0
120,2019-12-22,16.0,0.0
121,2019-12-28,16.0,2.0
122,2020-01-03,18.0,0.0
123,2020-01-09,18.0,0.0
124,2020-01-15,19.0,1.0
125,2020-01-21,18.0,0.0
126,2020-01-27,16.0,3.0
127,2020-02-02,17.0,1.0
128,2020-02-08,11.0,2.0
129,2020-02-14,13.0,1.0
130,2020-02-20,11.0,4.0
131,2020-02-26,20.0,2.0
132,2020-03-03,17.0,1.0
133,2020-03-09,14.0,0.0
134,2020-03-15,20.0,1.0
135,2020-03-21,15.0,1.0
136,2020-03-27,19.0,2.0
137,2020-04-02,21.0,3.0
138,2020-04-08,16.0,1.0
139,2020-04-14,10.0,0.0
140,2020-04-20,21.0,2.0
141,2020-04-26,16.0,2.0
142,2020-05-02,22.0,1.0
143,2020-05-08,20.0,1.0
144,2020-05-14,22.0,0.0
145,2020-05-20,20.0,0.0
146,2020-05-26,20.0,0.0
147,2020-06-01,17.0,1.0
148,2020-06-07,23.0,1.0
149,2020-06-13,18.0,1.0
150,2020-06-19,19.0,0.0
151,2020-06-25,19.0,0.0
152,2020-07-01,20.0,3.0
153,2020-07-07,18.0,2.0
154,2020-07-13,20.0,0.0
155,2020-07-19,16.0,2.0
156,2020-07-25,21.0,1.0
157,2020-07-31,22.0,2.0
158,2020-08-06,28.0,1.0
159,2020-08-12,19.0,3.0
160,2020-08-18,22.0,0.0
161,2020-08-24,19.0,0.0
162,2020-08-30,15.0,3.0
163,2020-09-05,23.0,3.0
164,2020-09-11,16.0,1.0
165,2020-09-17,18.0,2.0
166,2020-09-23,20.0,0.0
167,2020-09-29,15.0,3.0
168,2020-10-05,15.0,1.0
169,2020-10-11,16.0,2.0
170,2020-10-17,13.0,1.0
171,2020-10-23,17.0,1.0
172,2020-10-29,10.0,1.0
173,2020-11-04,12.0,1.0
174,2020-11-10,14.0,2.0
175,2020-11-16,18.0,2.0
176,2020-11-22,14.0,0.0
177,2020-11-28,13.0,0.0
178,2020-12-04,15.0,2.0
179,2020-12-10,17.0,0.0
180,2020-12-16,16.0,2.0
181,2020-12-22,10.0,1.0
182,2020-12-28,14.0,1.0
183,2021-01-03,20.0,2.0
184,2021-01-09,16.0,2.0
185,2021-01-15,13.0,1.0
186,2021-01-21,10.0,1.0
187,2021-01-27,17.0,0.0
188,2021-02-02,17.0,2.0
189,2021-02-08,19.0,1.0
190,2021-02-14,17.0,1.0
191,2021-02-20,15.0,0.0
192,2021-02-26,15.0,1.0
193,2021-03-04,21.0,0.0
194,2021-03-10,20.0,1.0
195,2021-03-16,14.0,2.0
196,2021-03-22,18.0,0.0
197,2021-03-28,15.0,1.0
198,2021-04-03,19.0,1.0
199,2021-04-09,18.0,2.0
200,2021-04-15,18.0,0.0
201,2021-04-21,20.0,0.0
202,2021-04-27,17.0,0.0
203,2021-05-03,18.0,1.0
204,2021-05-09,24.0,0.0
205,2021-05-15,24.0,2.0
206,2021-05-21,15.0,0.0
207,2021-05-27,18.0,1.0
208,2021-06-02,18.0,0.0
209,2021-06-08,14.0,2.0
210,2021-06-14,21.0,0.0
211,2021-06-20,21.0,2.0
212,2021-06-26,20.0,3.0
213,2021-07-02,20.0,1.0
214,2021-07-08,25.0,0.0
215,2021-07-14,21.0,1.0
216,2021-07-20,21.0,1.0
217,2021-07-26,17.0,1.0
218,2021-08-01,19.0,1.0
219,2021-08-07,15.0,1.0
220,2021-08-13,17.0,1.0
221,2021-08-19,17.0,2.0
222,2021-08-25,15.0,2.0
223,2021-08-31,19.0,3.0
224,2021-09-06,16.0,1.0
225,2021-09-12,16.0,1.0
226,2021-09-18,28.0,1.0
227,2021-09-24,15.0,2.0
228,2021-09-30,17.0,0.0
229,2021-10-06,14.0,1.0
230,2021-10-12,12.0,1.0
231,2021-10-18,19.0,2.0
232,2021-10-24,10.0,2.0
233,2021-10-30,21.0,2.0
234,2021-11-05,15.0,1.0
235,2021-11-11,17.0,0.0
236,2021-11-17,20.0,0.0
237,2021-11-23,19.0,1.0
238,2021-11-29,15.0,1.0
239,2021-12-05,16.0,2.0
240,2021-12-11,21.0,0.0
241,2021-12-17,19.0,5.0
